0.000000000000000000e+00 6.098531175629476664e+00
5.000000000000000000e+02 4.340344292290566841e+00
1.000000000000000000e+03 4.171089274746050179e+00
1.500000000000000000e+03 4.077142163992948376e+00
2.000000000000000000e+03 4.038570733025975024e+00
2.500000000000000000e+03 3.887897070465589966e+00
3.000000000000000000e+03 3.859928385890663005e+00
3.500000000000000000e+03 3.871596434637682549e+00
4.000000000000000000e+03 3.724752177092399474e+00
4.500000000000000000e+03 3.775007385046353026e+00
5.000000000000000000e+03 3.661166350631127386e+00
5.500000000000000000e+03 3.675941377811323907e+00
6.000000000000000000e+03 3.675070678381092026e+00
6.500000000000000000e+03 3.684265693924579477e+00
7.000000000000000000e+03 3.621934457566912791e+00
7.500000000000000000e+03 3.673108504142559738e+00
8.000000000000000000e+03 3.683843510220988993e+00
8.500000000000000000e+03 3.658833630598171904e+00
9.000000000000000000e+03 3.644796133200589150e+00
9.500000000000000000e+03 3.667429355127004520e+00
1.000000000000000000e+04 3.579728227212543246e+00
1.050000000000000000e+04 3.629569926335460828e+00
1.100000000000000000e+04 3.571933388371201001e+00
1.150000000000000000e+04 3.595019255012006365e+00
1.200000000000000000e+04 3.576938207974989403e+00
