2.901316174174310980e-01 8.057735096376563710e-01 1.310057131791913382e-02 4.570763907582885421e-01 9.897848908924152811e-01
2.509710053532848151e-01 7.841361117662967173e-01 1.446379359531069220e-03 7.009133094285808774e-01 8.944453998236753245e-01
2.551790777743458971e-01 8.016066957020867578e-01 2.055133128576814433e-02 6.958083546074679271e-01 8.960937852298280770e-01
3.159524866336320681e-01 7.982412834283507674e-01 7.063672599764794779e-02 8.928251474899362439e-01 9.073399450771117980e-01
3.185323942108357897e-01 7.985299265360066290e-01 6.507511582086099311e-02 7.191972556367381975e-01 9.784625563663249537e-01
2.992965787457484983e-01 8.089154259520775492e-01 5.573393545297806312e-02 6.331792325420787515e-01 9.909712772513370460e-01
3.259757854720076731e-01 8.033306798623806033e-01 4.956965890821922460e-02 5.981452743170091457e-01 9.887032000583400038e-01
3.061032434381743550e-01 7.988576884332303507e-01 8.947930055960606754e-02 9.453311596342814926e-01 9.174647152911414860e-01
2.650923243074618241e-01 7.968009747897751849e-01 3.329195415439541866e-02 7.845814895224662022e-01 8.858657016933360051e-01
3.564881675756387258e-01 8.049235197573297862e-01 9.424085734067064180e-02 7.334429643163510315e-01 1.028230300278826892e+00
3.204532028823838252e-01 7.920254742608270337e-01 5.180492902764313734e-02 7.721734865790803592e-01 9.219032611045484549e-01
3.057786733265921986e-01 7.946488567397910208e-01 3.984138435682070545e-02 5.977530249079021640e-01 1.001192838074465019e+00
3.129479944302751560e-01 7.963790910308403692e-01 4.320816325797900009e-02 5.949912038192176622e-01 9.973153439123936259e-01
3.384419864223837671e-01 8.054983628851576372e-01 3.774663458683246570e-02 5.019651367380875140e-01 1.021496609007068068e+00
3.301815996290261013e-01 7.987101073801858853e-01 6.792585386269645031e-02 7.661064182349779372e-01 9.536239920869570286e-01
3.043841833656696916e-01 7.963167378244947470e-01 6.331086505949697074e-02 6.357786938970046986e-01 1.029137375579343372e+00
3.535702531654810743e-01 8.141246004670884551e-01 9.032649165435599481e-02 6.921121562511791669e-01 1.008153150464476511e+00
2.923801107244653474e-01 7.934372341371901394e-01 7.985746352409608950e-02 8.302363095007029292e-01 9.459695932657912198e-01
2.683994977519678637e-01 7.925253591737932979e-01 5.936943006601941297e-02 8.940254423579486742e-01 9.115098120758110545e-01
3.037935072884123122e-01 7.962405629924017569e-01 1.503942845845801513e-02 5.732927616984544450e-01 9.622966709321252310e-01
3.819112037488012756e-01 8.122380571712335406e-01 7.828285817975640104e-02 5.586250977798363770e-01 1.049175898805455143e+00
3.605286666071468304e-01 8.054874037830633826e-01 5.116108680138739540e-02 6.045256358274810893e-01 9.631606447344827071e-01
2.992067537810816913e-01 7.988773146668458613e-01 4.950335965715531999e-02 7.283781568698508568e-01 9.525625671925095350e-01
2.100232857782317331e-01 7.861463511232236190e-01 5.572985903458235746e-02 9.731888620144693025e-01 8.700931029718523835e-01
3.185329003277995175e-01 7.987539893803383695e-01 5.604511179748489225e-02 5.943081977266585492e-01 1.030227997194705480e+00
3.473450289188479978e-01 7.977857390600866516e-01 6.910983783719254481e-02 5.114499103431946470e-01 1.099601732817163890e+00
2.721416022889772135e-01 7.980380999698025724e-01 3.750367050041401168e-02 7.384557589067186623e-01 9.289031412089736595e-01
3.001038779720838767e-01 7.902166810290991439e-01 3.691774386654919637e-02 5.593113886405263191e-01 1.029967794422334215e+00
3.227976923670517473e-01 7.941089490608521650e-01 1.910484230758194291e-03 4.095662726861178937e-01 9.855791594705648473e-01
2.238991731307095612e-01 7.877871968322861518e-01 6.126469769293832468e-02 9.618331732737652739e-01 8.739879606322653594e-01
2.575156633339303891e-01 7.890167831837393564e-01 6.372493589285578575e-03 7.776469850218448165e-01 8.635531367769815336e-01
2.802459758601155704e-01 7.880343326841351415e-01 3.652834676622489229e-02 7.220962284149963217e-01 9.448911481691306680e-01
2.307996403640300287e-01 7.865290093774179869e-01 2.249498515187316541e-02 7.831663975467531014e-01 8.976235924973392510e-01
2.658864034922702180e-01 7.955472411560007284e-01 7.475347316390108798e-02 8.596203872544803115e-01 9.452695496734114800e-01
2.670165754509810085e-01 7.976651324016827971e-01 3.693828167709092836e-04 5.703531181776021475e-01 9.319805262717288930e-01
3.278403600763467041e-01 8.059049459056293330e-01 3.750028644509958986e-02 5.006650636791196707e-01 1.024876547198229515e+00
2.870031942339641429e-01 7.893077335157809848e-01 6.217636247993367504e-03 4.472250051534248927e-01 1.005469720855719284e+00
2.634821834917072114e-01 7.951661268344371036e-01 3.993007060179978862e-03 5.447748114644984652e-01 9.666890211978426128e-01
2.313214694719877840e-01 7.892665997069922001e-01 1.001221270605008595e-02 6.758085010436601925e-01 9.263319559712606122e-01
3.086124396055365815e-01 8.000477891199523350e-01 4.607855889976551766e-03 5.955350362289112409e-01 8.854373434101828755e-01
2.903625037921320762e-01 8.072109937186123796e-01 4.400155061417534291e-02 6.566354751846292803e-01 9.653373018593697230e-01
3.209109068650457530e-01 8.033560127825138952e-01 6.482656112794218939e-02 7.448374489171533108e-01 9.648244687999486535e-01
3.517908993897788661e-01 8.031543219743829676e-01 7.644398297370952333e-02 7.161907987222984051e-01 9.968570516611170440e-01
2.929696974886131233e-01 8.056713126266179525e-01 2.258166148834575906e-02 6.720669587836576309e-01 9.059490355326373923e-01
2.270932215978335722e-01 7.842698343044459675e-01 4.180497409425172617e-02 7.624608273049435780e-01 9.567443737592087327e-01
3.185594244453500701e-01 8.001916596614404575e-01 9.961442479253834748e-02 7.959902099401615638e-01 1.017932853606124954e+00
2.443358202547831204e-01 7.895679064546804460e-01 6.122120863222589582e-02 8.719117276505908842e-01 9.481803956447849568e-01
2.637944922761258915e-01 7.949870906955868177e-01 4.897577590301824269e-02 6.689551641370826696e-01 9.763153460916674797e-01
2.498904652529575776e-01 7.851065454018275602e-01 4.475899720178694308e-02 9.635802727962858860e-01 8.368808527372623152e-01
2.961613080220258376e-01 7.834507307796543252e-01 3.814751279667604605e-02 6.539769094513874226e-01 9.728506673711598829e-01
3.006706965946270849e-01 7.962221302082356233e-01 3.569428171923423598e-02 7.716488321263104133e-01 8.770382615064282739e-01
3.138147493835432011e-01 8.058692576276741404e-01 5.812753203960256687e-02 7.878125132320886737e-01 9.236261996088505066e-01
3.213735352459776706e-01 8.082830951618714677e-01 7.208763428767071824e-02 7.043782207912878679e-01 9.890610687995604611e-01
2.566158869342405335e-01 7.950431632490890799e-01 4.498520733014474415e-03 5.775337028021649832e-01 9.546944852868265441e-01
3.236517809369897081e-01 7.900259438167249737e-01 5.284088332266199256e-02 7.037443063583996850e-01 9.655205073293330331e-01
2.927228515463658476e-01 7.920937677118287112e-01 4.828576681416526378e-02 7.046125487328405157e-01 9.651031281050883592e-01
3.240436724598079188e-01 7.968272445054138675e-01 8.764334061074963156e-02 7.526317265146701407e-01 1.001269686177001184e+00
2.979017002589936514e-01 7.985540384648808221e-01 1.314741892699596015e-02 6.061044141944887942e-01 9.361279073520568650e-01
2.289213548668943277e-01 7.848189085316288338e-01 4.364981084883350765e-02 8.758975747333062056e-01 9.235534147194800481e-01
2.914652841732480737e-01 7.996176596621448196e-01 6.012353997729814187e-02 6.344995835860414157e-01 1.017654676976900596e+00
2.347031631556935338e-01 7.929358055580305598e-01 4.962257783883580742e-03 7.043241126206649660e-01 8.963457352917779675e-01
3.409150766362581964e-01 8.059071933252085485e-01 7.080406460697555304e-02 6.807412628206856997e-01 9.839614849494601190e-01
3.388789224832988167e-01 8.050735088871729950e-01 5.343069400153145632e-02 6.013099270030883847e-01 9.957753613875341969e-01
3.004852840910821610e-01 7.942026226843563741e-01 7.063667194514303138e-02 9.176192582569959733e-01 9.094784144394157943e-01
3.288030986558660995e-01 7.994817581174531451e-01 4.702116213824798774e-02 6.843431731731174361e-01 9.571493922590698089e-01
3.045979621192549947e-01 7.935345272041873788e-01 4.746971205496989393e-02 6.245321851920916378e-01 1.020470428984259881e+00
3.241060517469505076e-01 8.069906463439521227e-01 3.510448524429760769e-02 6.051513813589891599e-01 9.560819684073379454e-01
3.177021266834195723e-01 7.957705682882170173e-01 4.670692805984247298e-02 7.950266118041428021e-01 8.819695776476869087e-01
3.578206424082610582e-01 8.076339530350260532e-01 9.714743034869791072e-02 7.213604914259308387e-01 1.026419943543020352e+00
2.653123927474376753e-01 7.917835787943446890e-01 6.549337616974681975e-03 4.969479640478968174e-01 9.857986703836960629e-01
3.829863261214937475e-01 8.068596389599899110e-01 5.644811365109188295e-02 6.675610102244105004e-01 9.424281521942828865e-01
3.632435072304562862e-01 8.137131355432147828e-01 4.019016065656384057e-02 4.397125964012967292e-01 1.040170528900688396e+00
2.833623216644591269e-01 7.938945202239987564e-01 8.130449051643387492e-02 9.653762254704698620e-01 9.094585332062447014e-01
2.699027126409561106e-01 7.966599419445763441e-01 9.156879794024969099e-02 9.830465050641346014e-01 9.176011293090809984e-01
3.451090745136987659e-01 8.059279595064162693e-01 6.188399742937647496e-02 6.008024868619266101e-01 1.014296931964813631e+00
3.347508211807762035e-01 8.043569462730270070e-01 1.941514689515820916e-02 5.678175697114058451e-01 9.433616710914676240e-01
2.744738286012796125e-01 8.001751106715474515e-01 2.457585858141324991e-02 7.126171515699163406e-01 8.807769817199889717e-01
3.136016607526039279e-01 7.995707196049820498e-01 1.526870701361464355e-02 4.170295045934567790e-01 1.021506390760195337e+00
2.581481160509149220e-01 7.977130948775738029e-01 3.661046435911706476e-02 8.444020376095097147e-01 8.612510879657281349e-01
3.096312058857567662e-01 8.033785976814930008e-01 1.376646011716931711e-02 4.691410192056106876e-01 9.786677942913746264e-01
2.985454570664793916e-01 7.944956768970617977e-01 3.814660215523688752e-02 4.979446304391710876e-01 1.056916687023894852e+00
2.695502432938352011e-01 7.916239913402677297e-01 9.756421862593070427e-02 9.758044894587964979e-01 9.262656028862364943e-01
2.429610253455520286e-01 7.970738732260812531e-01 4.249845227524522151e-03 7.220056853716433354e-01 8.395487802890992945e-01
3.389936570421356876e-01 8.031371941369072065e-01 7.211586020968692445e-02 6.152353589990502414e-01 1.051664341838813854e+00
3.174251711659901165e-01 8.098000027843156312e-01 6.795525431720528253e-02 6.738799911763233563e-01 9.878120865526017758e-01
3.326282185509780165e-01 8.114718056947796132e-01 6.645293385033493316e-02 7.199692691805242850e-01 9.628054425264885863e-01
3.799781879906545257e-01 8.216048257600032656e-01 4.130338199567427926e-02 4.330867445910403513e-01 1.016440767555288893e+00
2.834493717473228758e-01 8.002769845530830484e-01 7.233150395613112404e-02 8.554186907062637513e-01 9.333456217849195324e-01
3.046643255402367023e-01 7.943350654126314359e-01 8.623539886787429110e-02 8.856644875974049036e-01 9.393150939763253993e-01
3.248643911218896396e-01 8.059292036116912916e-01 6.753493031858290307e-02 5.058399067689077766e-01 1.093257797298408995e+00
3.149945789256946016e-01 8.045854452608253160e-01 5.041707113116786210e-03 4.925852614941588770e-01 9.454297209538001789e-01
2.968166078132472019e-01 7.953646854666076571e-01 3.587433286984795244e-02 6.646876354119610752e-01 9.610727015785083260e-01
2.774433380900758750e-01 7.854710300929125255e-01 6.565376561272281974e-02 9.484952666977810587e-01 9.031614931203523211e-01
2.724011934223231624e-01 7.998419049610807630e-01 3.038622483339128294e-02 6.425674947807373805e-01 9.777313712911664956e-01
2.787837093030687274e-01 7.976756785021608120e-01 2.414925985878440401e-02 5.367288636214283537e-01 9.944357905947079912e-01
2.346645853763068279e-01 7.898465729764333476e-01 4.561241892344637672e-02 8.931330524788452241e-01 8.980975795766940051e-01
3.200851099899128527e-01 8.068965774417360404e-01 2.015179490340612140e-02 4.425086126697761468e-01 1.020539395577534370e+00
2.657326245878105508e-01 8.008031792816183714e-01 4.740878612397199376e-02 9.104178157055341503e-01 8.480599166458280269e-01
3.385793834493633914e-01 8.125187335143835288e-01 6.769333286630863089e-02 6.480013042794930955e-01 9.984603066372863545e-01
2.401793830892987591e-01 7.904054766407946353e-01 6.755202849264715925e-03 4.829462272847195869e-01 1.014227069672674730e+00
2.961522710445629314e-01 7.972483930023485099e-01 8.357264365164134012e-02 8.438529664984635303e-01 9.529226337478563513e-01
2.617553610981634971e-01 8.024455889829246180e-01 3.286474093438185307e-02 6.747533428765764008e-01 9.468785859118798998e-01
2.427388198378168938e-01 7.814689688966005576e-01 6.026924070232547725e-02 9.574304546522542925e-01 8.902253817907411770e-01
2.228446208944528661e-01 7.952471131860963105e-01 2.692181409735551825e-02 9.868649448588260320e-01 7.646285196461128919e-01
2.720931208470282470e-01 7.996206892662556243e-01 2.797870948654365697e-02 5.792821461020508655e-01 9.763070144681109674e-01
3.269081612363985423e-01 8.038428811600842883e-01 9.790684062715435121e-02 9.304786063539889351e-01 9.331766651950887947e-01
2.941584719593336450e-01 8.027822927402147313e-01 7.739508042266111942e-02 8.297879910124017488e-01 9.494015080118429761e-01
2.759687466596010275e-01 7.928824901812230319e-01 2.584799020920458545e-03 4.413510252220682606e-01 1.018871089990383005e+00
2.862086538392489832e-01 7.915138643576995481e-01 6.758394561167412051e-02 7.917487428853628995e-01 9.777028483559483396e-01
2.962272004377033419e-01 7.930648063224773336e-01 5.525796956428818962e-02 9.033334896362156252e-01 8.926820107149867622e-01
3.580889080587992268e-01 8.227925319824727080e-01 6.293772444832894386e-02 7.489253611482656892e-01 9.020722242147690695e-01
3.187790975306240004e-01 8.049178752939372128e-01 9.986792902417759854e-03 5.989518626378772526e-01 9.146964254818766848e-01
2.263476502289026027e-01 7.911216735982408155e-01 9.596882633718516187e-03 7.195568130399790929e-01 8.894924617330517425e-01
3.369686369731546005e-01 8.062775696808762715e-01 3.914569632567575785e-02 5.169143390204249400e-01 1.000128771677114115e+00
2.525257531104097564e-01 7.840782272630545391e-01 3.135542461187699331e-02 6.553692524922409834e-01 9.735260946910769819e-01
3.044294115364535314e-01 7.978243748926009404e-01 4.861862391757524465e-02 7.439087638910355516e-01 9.395926472444936506e-01
2.822263597732075913e-01 7.976491527626550226e-01 2.289321962657820536e-02 6.804640688163853257e-01 9.188790377211243365e-01
3.477589211353404597e-01 8.016565145114222801e-01 4.449522959281044382e-02 5.741523974853017798e-01 9.804796432992056721e-01
3.108273322288278573e-01 7.997126352784005299e-01 7.351433210057482792e-02 8.802388738234560028e-01 9.072838470863466842e-01
2.912004098330527868e-01 8.077208555880401875e-01 6.945620847980650547e-02 8.357925900926921337e-01 9.262795047808495275e-01
3.361496943021154982e-01 7.987299146115481863e-01 5.121792124696539217e-02 5.094425614359605614e-01 1.042832427617799151e+00
2.814619182227413030e-01 7.988675452327539395e-01 7.463007484339576059e-03 4.771783787931084264e-01 9.871530810146605939e-01
3.651566735292890442e-01 8.127776800095507514e-01 6.825872256214957079e-02 5.794508455625804189e-01 1.044109247412854824e+00
3.052590402382117096e-01 7.967918419512970418e-01 3.044800315157208948e-02 5.108763501354052217e-01 1.036085281681458969e+00
3.640790750665629516e-01 8.049922989777593685e-01 8.538368558816261666e-02 6.119345471169794770e-01 1.049657320867228627e+00
2.994036676975370126e-01 8.031042490287735314e-01 2.017769139073262441e-03 5.162656340704447899e-01 9.536173298308460167e-01
3.053040620472912137e-01 7.941516408858493303e-01 6.416971984155632469e-02 6.416338840238788865e-01 1.023671107118599766e+00
2.859211311384133869e-01 8.019471337277996881e-01 1.841796209816575630e-02 5.340685078796567620e-01 9.882878269307605601e-01
2.276392823615695782e-01 7.875405961216201955e-01 2.365380928826843476e-02 7.217592955051959080e-01 9.364820898636462276e-01
2.551230373807982232e-01 7.904502302820283210e-01 5.151492338501872936e-02 9.274366113622271035e-01 8.505352327114500399e-01
2.542156204031608691e-01 7.886460032539093223e-01 1.358038190239203163e-02 5.827038702854742125e-01 1.002237851708199345e+00
