3.024774457530889360e-01 8.041383101909262976e-01 2.224122861482848157e-02 6.711636551535199446e-01 9.524799925129969758e-01 -9.631114437377359394e-01
3.037338772702261602e-01 8.061369007511275386e-01 2.221677944795374601e-02 6.702571601933233758e-01 9.471914797891837212e-01 -9.485072248021167995e-01
3.037338772702261602e-01 8.061369007511275386e-01 2.221677944795374601e-02 6.702571601933233758e-01 9.471914797891837212e-01 -9.485072248021167995e-01
3.037338772702261602e-01 8.061369007511275386e-01 2.221677944795374601e-02 6.702571601933233758e-01 9.471914797891837212e-01 -9.485072248021167995e-01
3.044384966871425680e-01 8.072959414503974029e-01 2.219496095249368431e-02 6.698379902829522115e-01 9.445209119120361319e-01 -9.395004194414381393e-01
3.044384966871425680e-01 8.072959414503974029e-01 2.219496095249368431e-02 6.698379902829522115e-01 9.445209119120361319e-01 -9.395004194414381393e-01
3.047886964014748234e-01 8.076108252938154486e-01 2.218865457924868584e-02 6.691813716403604007e-01 9.445304550785457165e-01 -9.355959208019801743e-01
3.012983409607571383e-01 8.039649747288989401e-01 2.217078052180398995e-02 6.704333686224484001e-01 9.514567428736355748e-01 -9.643162010373567128e-01
3.012983409607571383e-01 8.039649747288989401e-01 2.217078052180398995e-02 6.704333686224484001e-01 9.514567428736355748e-01 -9.643162010373567128e-01
2.984938537842680706e-01 8.005728606749525911e-01 2.219178817948463944e-02 6.744629335878139509e-01 9.572088292428000411e-01 -9.955716249083021996e-01
2.984938537842680706e-01 8.005728606749525911e-01 2.219178817948463944e-02 6.744629335878139509e-01 9.572088292428000411e-01 -9.955716249083021996e-01
2.984938537842680706e-01 8.005728606749525911e-01 2.219178817948463944e-02 6.744629335878139509e-01 9.572088292428000411e-01 -9.955716249083021996e-01
3.017866563403101554e-01 8.037795351346653794e-01 2.223784332977648409e-02 6.754501423836936080e-01 9.506090032467626738e-01 -9.730141901004427663e-01
3.017866563403101554e-01 8.037795351346653794e-01 2.223784332977648409e-02 6.754501423836936080e-01 9.506090032467626738e-01 -9.730141901004427663e-01
3.020620543006345415e-01 8.040817481452636750e-01 2.225558652502181156e-02 6.752400058213274825e-01 9.497905284447626384e-01 -9.712781542834901805e-01
3.020620543006345415e-01 8.040817481452636750e-01 2.225558652502181156e-02 6.752400058213274825e-01 9.497905284447626384e-01 -9.712781542834901805e-01
3.015027582675577911e-01 8.036183763157194182e-01 2.225666345797925466e-02 6.749784987406249881e-01 9.509703711337540444e-01 -9.752462542106989929e-01
2.972648781627247883e-01 8.013969618350013091e-01 2.216032361280120128e-02 6.778856101074239859e-01 9.527569376638471699e-01 -9.984788043002214009e-01
2.972648781627247883e-01 8.013969618350013091e-01 2.216032361280120128e-02 6.778856101074239859e-01 9.527569376638471699e-01 -9.984788043002214009e-01
2.972648781627247883e-01 8.013969618350013091e-01 2.216032361280120128e-02 6.778856101074239859e-01 9.527569376638471699e-01 -9.984788043002214009e-01
2.972648781627247883e-01 8.013969618350013091e-01 2.216032361280120128e-02 6.778856101074239859e-01 9.527569376638471699e-01 -9.984788043002214009e-01
2.972648781627247883e-01 8.013969618350013091e-01 2.216032361280120128e-02 6.778856101074239859e-01 9.527569376638471699e-01 -9.984788043002214009e-01
2.973735046954738559e-01 8.013342649051894417e-01 2.217705767076603995e-02 6.777276712381941071e-01 9.531052567010406262e-01 -9.982125396394909700e-01
2.973595634569054513e-01 8.013108706690307281e-01 2.217906366794544434e-02 6.776895678182990324e-01 9.532226008591582200e-01 -9.982732822359190461e-01
2.966701044499101547e-01 8.008130599634505353e-01 2.229723971226022297e-02 6.773989794339524417e-01 9.550798754102929333e-01 -9.990463557126845195e-01
2.945679167232340134e-01 7.992323957991033234e-01 2.226073822567676413e-02 6.788188389633987851e-01 9.548550812472041960e-01 -1.021762562299717070e+00
2.944151661659128449e-01 7.984841061905920689e-01 2.229727646519486656e-02 6.782215305913482650e-01 9.563598060100846343e-01 -1.028614247768014467e+00
2.944151661659128449e-01 7.984841061905920689e-01 2.229727646519486656e-02 6.782215305913482650e-01 9.563598060100846343e-01 -1.028614247768014467e+00
2.944151661659128449e-01 7.984841061905920689e-01 2.229727646519486656e-02 6.782215305913482650e-01 9.563598060100846343e-01 -1.028614247768014467e+00
2.950842210346097394e-01 8.017616510621112802e-01 2.213723719940157222e-02 6.808377703055737973e-01 9.497690383801044023e-01 -9.986035322476443099e-01
2.975235722714809072e-01 8.035146354162613358e-01 2.222178694497859569e-02 6.776737760229737395e-01 9.546059983820947004e-01 -9.682711202307635601e-01
2.959713193052557756e-01 8.026510793962137180e-01 2.208696478912351366e-02 6.791148460109898144e-01 9.539137972847453462e-01 -9.774713909540231338e-01
2.959713193052557756e-01 8.026510793962137180e-01 2.208696478912351366e-02 6.791148460109898144e-01 9.539137972847453462e-01 -9.774713909540231338e-01
2.960106679601081647e-01 8.026365872843507221e-01 2.209650436565257711e-02 6.790046628482980795e-01 9.539504352527783393e-01 -9.777758011642199154e-01
2.960106679601081647e-01 8.026365872843507221e-01 2.209650436565257711e-02 6.790046628482980795e-01 9.539504352527783393e-01 -9.777758011642199154e-01
2.960106679601081647e-01 8.026365872843507221e-01 2.209650436565257711e-02 6.790046628482980795e-01 9.539504352527783393e-01 -9.777758011642199154e-01
