1.798234073747776991e-04 1.027964512867999723e-04 1.037133117931246870e-07 -1.697176031113534358e-05 -1.785861017687066896e-04 8.858235017493277337e-04 3.705168490064664904e-05 4.791406793723127568e-05 5.072502841882045821e-05 4.653041456330661964e-05 3.798086121228276790e-05 2.813941884729429711e-05 1.816475296958469085e-05 7.894005558672341908e-06 -5.473411135919285945e-06 1.434206847357818613e-06
1.027964512867998639e-04 7.814715126655014403e-05 4.514912302806137998e-08 -7.436508505144676311e-06 -1.274071097040366620e-04 7.111862783355240528e-04 2.198253324114517955e-05 2.675996238077589311e-05 2.620132198956879555e-05 2.167251778328153368e-05 1.524790434369858992e-05 9.172541331800194522e-06 4.267099649098836123e-06 4.546556447395636277e-07 -4.588911749887637556e-06 -9.680244462962230551e-08
1.037133117931134373e-07 4.514912302805328684e-08 2.248932718906242120e-08 1.415982283622404153e-09 1.437752555746569536e-08 3.406718210026268417e-07 2.103902475068870837e-08 2.907184652862727466e-08 3.302235167824586865e-08 3.262059311991316133e-08 2.938994592558062141e-08 2.394009264978427317e-08 1.707677976789355091e-08 9.895414518076983466e-09 4.496980762296808408e-09 1.005897902815760404e-09
-1.697176031113540795e-05 -7.436508505144710192e-06 1.415982283620829201e-09 2.477703241997279709e-05 -6.551932271182929224e-06 -5.581427366852319787e-05 -3.460116050363590277e-06 -4.783024662496834462e-06 -5.439551951091921985e-06 -5.385746315661579671e-06 -4.834879549196444204e-06 -3.935732969967377610e-06 -2.842039584940984654e-06 -1.693164415690475560e-06 -8.637358184357588534e-07 -1.582122179256191095e-07
-1.785861017687067167e-04 -1.274071097040364994e-04 1.437752555745258786e-08 -6.551932271182997834e-06 2.452508349889802731e-04 -1.139641321119062595e-03 -3.657453282813400347e-05 -4.460090707098660003e-05 -4.360488485552040317e-05 -3.572148739216163602e-05 -2.431863851635061906e-05 -1.318194161625823677e-05 -3.663974080155083245e-06 4.573732916350091751e-06 1.849547975240536246e-05 -2.202855407922048549e-06
8.858235017493284926e-04 7.111862783355262212e-04 3.406718210027056688e-07 -5.581427366852323852e-05 -1.139641321119066932e-03 6.992656811148413934e-03 1.852759170824846231e-04 2.135892326753534624e-04 1.893378846020514472e-04 1.281922740599024391e-04 5.129875534056107654e-05 -1.970523180450034362e-05 -7.710945240396658012e-05 -1.231707585692228457e-04 -2.478616515104951749e-04 2.662995613383723701e-05
3.705168490064658806e-05 2.198253324114519649e-05 2.103902475069110719e-08 -3.460116050363572489e-06 -3.657453282813405768e-05 1.852759170824841352e-04 1.956887563901909402e-05 1.050026561590948846e-05 1.121509843423846564e-05 1.053833189238921549e-05 9.026448711669442194e-06 7.293462537834499905e-06 5.566889016464573833e-06 3.838919609143378198e-06 2.825685859209630020e-06 -3.249334612701141945e-07
4.791406793723116048e-05 2.675996238077587617e-05 2.907184652862996465e-08 -4.783024662496798040e-06 -4.460090707098661358e-05 2.135892326753525679e-04 1.050026561590947322e-05 1.908381170848168291e-05 1.548380466727566600e-05 1.521483501813774638e-05 1.377700791795323331e-05 1.193938271051881419e-05 9.980511005613594471e-06 7.922122762732526920e-06 8.262578503685327519e-06 -9.686175201301762098e-07
5.072502841882018716e-05 2.620132198956868713e-05 3.302235167824842298e-08 -5.439551951091875398e-06 -4.360488485552026087e-05 1.893378846020497938e-04 1.121509843423842667e-05 1.548380466727563551e-05 2.184613988667744424e-05 1.859719052436876124e-05 1.794396586926941262e-05 1.668434561584652775e-05 1.510892259008914882e-05 1.330452430206450549e-05 1.658922605756225655e-05 -1.995530933136903472e-06
4.653041456330640958e-05 2.167251778328134734e-05 3.262059311991496128e-08 -5.385746315661520379e-06 -3.572148739216138530e-05 1.281922740599002436e-04 1.053833189238916128e-05 1.521483501813769386e-05 1.859719052436874091e-05 2.441599292621135045e-05 2.105114514027172116e-05 2.091261295150764418e-05 2.023866425359466595e-05 1.920835901002933269e-05 2.657985130334529584e-05 -3.272202284035788001e-06
