2.178109106723634229e-04 3.820760570349770210e-05 5.053892547796315512e-05 -4.320105947877868184e-04 2.132378463490091237e-04 4.356819307641061336e-05 6.755809338825984566e-05 8.639907900727783593e-05 9.652266537627624769e-05 9.864363441240334542e-05 9.282006335998851606e-05 8.046870067522555222e-05 6.405628694646094785e-05 6.887272245455184445e-05 -2.721295697120551903e-06
3.820760570349751914e-05 1.026212721461838933e-05 3.744663789636798684e-06 -1.047570709243984073e-04 3.646769428140192280e-05 8.258921985947838604e-06 1.300734887519495767e-05 1.713236819099526507e-05 1.995668015219241695e-05 2.149848626679982274e-05 2.180389145746718227e-05 2.113954242504507131e-05 2.002476932926858157e-05 2.827576663787991770e-05 -2.957661459838428073e-06
5.053892547799521362e-05 3.744663789641093988e-06 3.000004666712888799e-04 1.559086403466238176e-03 -1.956270786399848802e-04 8.770129916592988916e-06 1.415089711481131338e-05 1.807342705852413482e-05 1.968615904008111711e-05 2.115958804147270532e-05 1.960352208348548135e-05 1.453390321594444957e-05 8.954669409259729412e-06 6.356038944995611451e-06 2.416122929114704562e-07
-4.320105947875941014e-04 -1.047570709243732674e-04 1.559086403466367413e-03 1.140239168408894131e-02 -2.385470900996258716e-03 -9.425291050345079751e-05 -1.437760478950059412e-04 -1.836589438671926383e-04 -2.061516365231023322e-04 -2.018606198674132801e-04 -1.868990234840319127e-04 -1.701724094585930992e-04 -1.450339077910739254e-04 -1.718517579765614720e-04 5.351831738070356977e-06
2.132378463489761910e-04 3.646769428139784349e-05 -1.956270786400396595e-04 -2.385470900996458643e-03 7.463937495678481466e-04 4.437126212875594272e-05 6.873951231701432615e-05 8.755581606423700337e-05 9.687112894800341300e-05 9.609963850993364926e-05 8.734072461638475878e-05 7.339751429892521311e-05 5.588415739352786682e-05 5.638841300019779162e-05 3.679464180127876951e-07
4.356819307641055915e-05 8.258921985947850463e-06 8.770129916587268056e-06 -9.425291050348511251e-05 4.437126212876169577e-05 2.053836743800525964e-05 1.416645748535842332e-05 1.811922228977290989e-05 2.038141278763183503e-05 2.108962189573091402e-05 2.024593071483668202e-05 1.812551476314147548e-05 1.523853577208486216e-05 1.805426376206063457e-05 -1.191008767785099430e-06
6.755809338825975079e-05 1.300734887519501188e-05 1.415089711480194858e-05 -1.437760478950629432e-04 6.873951231702405686e-05 1.416645748535844534e-05 2.704678861673874674e-05 2.826215856503673301e-05 3.191477463797708807e-05 3.311438596985927208e-05 3.190277805295635964e-05 2.871411110105160676e-05 2.435657667075550526e-05 2.933048873924940094e-05 -2.033176984593282434e-06
8.639907900727784949e-05 1.713236819099531928e-05 1.807342705851251353e-05 -1.836589438672632470e-04 8.755581606424905157e-05 1.811922228977295394e-05 2.826215856503676012e-05 4.041364179873070466e-05 4.146466493636914404e-05 4.326455088866283004e-05 4.196015018612360637e-05 3.813221968321353541e-05 3.284544117108424439e-05 4.058823583390241312e-05 -3.040961413538709438e-06
9.652266537627632900e-05 1.995668015219249488e-05 1.968615904006880464e-05 -2.061516365231774674e-04 9.687112894801627435e-05 2.038141278763189941e-05 3.191477463797712873e-05 4.146466493636915759e-05 5.130262143015945810e-05 4.977299166287597838e-05 4.875550388498839117e-05 4.491613922164029422e-05 3.948957022760814104e-05 5.039893431135947487e-05 -4.126152293263633961e-06
9.864363441240379265e-05 2.149848626679991422e-05 2.115958804146120939e-05 -2.018606198674843496e-04 9.609963850994603627e-05 2.108962189573101905e-05 3.311438596985938728e-05 4.326455088866294524e-05 4.977299166287608002e-05 5.742195148843370829e-05 5.235971699094813767e-05 4.906393668570901192e-05 4.420329481240693937e-05 5.850289049995959574e-05 -5.229102834492601701e-06
9.282006335998922080e-05 2.180389145746736523e-05 1.960352208347272842e-05 -1.868990234841125231e-04 8.734072461639930064e-05 2.024593071483686836e-05 3.190277805295658325e-05 4.196015018612386387e-05 4.875550388498865544e-05 5.235971699094829352e-05 5.862438599298069457e-05 5.052338175616273038e-05 4.694489448573963794e-05 6.482390804810491509e-05 -6.344214867294063584e-06
8.046870067522613498e-05 2.113954242504521362e-05 1.453390321593419878e-05 -1.701724094586580700e-04 7.339751429893699025e-05 1.812551476314162795e-05 2.871411110105179311e-05 3.813221968321375225e-05 4.491613922164051107e-05 4.906393668570915422e-05 5.052338175616272360e-05 5.767812704176142102e-05 4.802467696365849683e-05 6.953297987670897264e-05 -7.478938525320869179e-06
6.405628694646162548e-05 2.002476932926872049e-05 8.954669409251896051e-06 -1.450339077911244493e-04 5.588415739353722484e-05 1.523853577208501801e-05 2.435657667075571872e-05 3.284544117108449511e-05 3.948957022760839176e-05 4.420329481240713588e-05 4.694489448573970571e-05 4.802467696365857137e-05 5.979756723707468409e-05 7.367076731301774851e-05 -8.759542740232004209e-06
6.887272245455325391e-05 2.827576663788018197e-05 6.356038944987849241e-06 -1.718517579766147064e-04 5.638841300020837615e-05 1.805426376206094628e-05 2.933048873924985495e-05 4.058823583390296877e-05 5.039893431136007119e-05 5.850289049996013784e-05 6.482390804810530811e-05 6.953297987670931145e-05 7.367076731301795179e-05 1.610525990340679980e-04 -1.482593078263527033e-05
-2.721295697120885211e-06 -2.957661459838487789e-06 2.416122929117389127e-07 5.351831738073489305e-06 3.679464180118853932e-07 -1.191008767785168463e-06 -2.033176984593389583e-06 -3.040961413538845811e-06 -4.126152293263785580e-06 -5.229102834492755861e-06 -6.344214867294201650e-06 -7.478938525320991152e-06 -8.759542740232095689e-06 -1.482593078263536351e-05 4.085749164303703398e-06
