3.558326048438925637e-01 -1.025636202938845942e+00
3.563602533248641513e-01 -1.034879194497333232e+00
3.788028158896701303e-01 -9.285209109745941047e-01
3.731030465916068684e-01 -9.397828615106333938e-01
3.676086949930527648e-01 -9.325781264381721725e-01
4.070791033560610117e-01 -9.924942765359121566e-01
3.699423512429478311e-01 -9.411120815368778647e-01
3.504085825792979114e-01 -9.359149309553522755e-01
3.521535446719368245e-01 -9.229090601919091030e-01
3.522714567320750501e-01 -9.236661578731768518e-01
3.522714567320750501e-01 -9.236661578731768518e-01
3.047230219798122142e-01 -9.198605688560007598e-01
2.810558758011760805e-01 -8.295307539775139682e-01
2.810558758011760805e-01 -8.295307539775139682e-01
3.156032230650473447e-01 -9.047074858480790294e-01
3.022733187556507772e-01 -8.635374610861329403e-01
3.022733187556507772e-01 -8.635374610861329403e-01
2.475127067219858590e-01 -8.234043492258068531e-01
2.308591740051717800e-01 -7.893580365431421830e-01
2.308591740051717800e-01 -7.893580365431421830e-01
2.308591740051717800e-01 -7.893580365431421830e-01
2.360279250400017237e-01 -7.963109058006399010e-01
1.699279735499079624e-01 -7.240866793635534204e-01
1.674563636643918718e-01 -6.591230670997191288e-01
1.847996242358327657e-01 -6.856443463286331363e-01
1.788032217035831484e-01 -6.754140714063165962e-01
2.158461907912751776e-01 -7.454360545410267935e-01
2.242190680762734256e-01 -7.773312031950720957e-01
2.083710858635153818e-01 -7.595200198615463805e-01
2.083710858635153818e-01 -7.595200198615463805e-01
2.100644599010510760e-01 -7.826367033162334730e-01
2.206430657275504637e-01 -8.302549511172404584e-01
2.069448345258576849e-01 -7.801768672928247605e-01
2.071534113464422733e-01 -7.793509649103913528e-01
2.040266960757949888e-01 -7.740517607334413963e-01
2.028442030044567690e-01 -7.804758963665724414e-01
2.441992288093619567e-01 -8.294575407628965724e-01
2.378816058600201899e-01 -8.259120469701131118e-01
2.378816058600201899e-01 -8.259120469701131118e-01
1.854328872742611878e-01 -7.124525807598660609e-01
1.916907419492265563e-01 -7.465641267924721936e-01
1.993466644482273786e-01 -7.570516786240948370e-01
1.993466644482273786e-01 -7.570516786240948370e-01
1.950771409954324409e-01 -7.541002198269005641e-01
1.974595490026001543e-01 -7.942022646851074619e-01
1.880976504304092134e-01 -7.768715108964950877e-01
2.352163761255626206e-01 -8.383133813794235722e-01
2.802162513211242101e-01 -9.034069927717662818e-01
2.529245853645586961e-01 -8.529478701346731029e-01
3.342069488159293833e-01 -9.690423376894836682e-01
2.753457815658690855e-01 -8.821718035751029419e-01
2.886208914772566136e-01 -8.999070347432858163e-01
3.234973222034995821e-01 -9.576787017372543342e-01
2.763902374678565144e-01 -8.905386292616244148e-01
2.764870646076167393e-01 -8.883823124938047266e-01
3.245934598262800730e-01 -9.771309073722829197e-01
3.245934598262800730e-01 -9.771309073722829197e-01
2.705843508091958505e-01 -8.776793098627260203e-01
2.745935510002278090e-01 -9.080861769331920463e-01
2.700409294200434296e-01 -8.957932084732479483e-01
2.692168610621888392e-01 -8.926725983707162193e-01
2.239887971235276498e-01 -8.087251285175449667e-01
2.240463915199818745e-01 -8.145538230998954354e-01
2.207058796484292762e-01 -8.268946365582138247e-01
2.358215428787218126e-01 -8.250896985589002419e-01
2.865727219864273589e-01 -8.816506828147281372e-01
3.221958231256680794e-01 -9.635814682403267550e-01
2.901300999148447857e-01 -8.949443519178432727e-01
2.575682113618031899e-01 -8.095388178315254812e-01
2.575682113618031899e-01 -8.095388178315254812e-01
2.966828160246774981e-01 -8.120770686294026541e-01
